"DATASET","SERIES_CODE","OBS_MEASURE","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:ESG_FINANCE(2.0.3)","SWE.SBI_USD.A","OBS_VALUE","","","","","","","","","","","0.018817861","0.669615088","0.02446322","0.522897689","0.047044654"
"IMF.STA:ESG_FINANCE(2.0.3)","CHL.SBI_USD.A","OBS_VALUE","","","","","","","0.264767124","0.090512481","0.039308","0.04159604","1.764974785","14.42230584","0.1127432","5.496676013","8.010371713"
"IMF.STA:ESG_FINANCE(2.0.3)","EST.GBI_USD.A","OBS_VALUE","","","","","","0.0680448","","","","","","","","","4.601499669"
"IMF.STA:ESG_FINANCE(2.0.3)","TUR.GBI_USD.A","OBS_VALUE","","","","","","","","","","0.1","0.1","1.929028382","0.049736332","4.006742984","0.05"
"IMF.STA:ESG_FINANCE(2.0.3)","SWE.SUBI_USD.A","OBS_VALUE","","","","","","","0.063152956","","","0.036221385","0.269236692","0.12824131","0.588592244","0.241625273","0.042345856"
"IMF.STA:ESG_FINANCE(2.0.3)","ESP.SGBIC_USD.A","OBS_VALUE","","","","","","","","","","","","16.03113124","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","CYM.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","0.6","0.4","","1.2","0.137826476"
"IMF.STA:ESG_FINANCE(2.0.3)","AUT.SUBI_USD.A","OBS_VALUE","","","","","","","","","","0.522897689","","1.146110362","0.609015318","2.621592431","0.778817432"
"IMF.STA:ESG_FINANCE(2.0.3)","VGB.SBI_USD.A","OBS_VALUE","","","","","","","","","","","","","0.2","","0.110343305"
"IMF.STA:ESG_FINANCE(2.0.3)","TUR.SGBIC_USD.A","OBS_VALUE","","","","","","","","","","","","","","2.5",""
"IMF.STA:ESG_FINANCE(2.0.3)","PRT.SBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.836636302","","0.209159075",""
"IMF.STA:ESG_FINANCE(2.0.3)","BMU.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.15","","0.15","0.246550392"
"IMF.STA:ESG_FINANCE(2.0.3)","GBR.SGBIC_USD.A","OBS_VALUE","","","","","","","","","","","","79.74032863","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","CHE.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.133674947","","","0.133674947"
"IMF.STA:ESG_FINANCE(2.0.3)","EGY.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","0.482751962",""
"IMF.STA:ESG_FINANCE(2.0.3)","ZAF.SBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.256321073","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","AUT.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","1.25","3.608509635","","0.366028382",""
"IMF.STA:ESG_FINANCE(2.0.3)","ZAF.GBI_USD.A","OBS_VALUE","","","","","0.136400632","","","0.054564601","0.060012936","0.147012122","0.2","0.145087274","0.77056512","0.767505682","0.323349826"
"IMF.STA:ESG_FINANCE(2.0.3)","AUS.SUBI_USD.A","OBS_VALUE","","","","","","","","0.127100333","1.024859401","2.639674764","0.794377081","8.846003388","2.964249217","1.624696645","8.641248385"
"IMF.STA:ESG_FINANCE(2.0.3)","GTM.SSBI_USD.A","OBS_VALUE","","","","","","","","","","","1","","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","ZAF.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","","0.110711576","","0.109511155"
"IMF.STA:ESG_FINANCE(2.0.3)","SRB.SGBIC_USD.A","OBS_VALUE","","","","","","","","","","","","2.091590758","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","FJI.GBI_USD.A","OBS_VALUE","","","","","","","","0.042924034","","","","","","0.008604",""
"IMF.STA:ESG_FINANCE(2.0.3)","TUR.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","1.3","0.74","1","","3.1"
"IMF.STA:ESG_FINANCE(2.0.3)","ARE.GBI_USD.A","OBS_VALUE","","","","","","0.35","1","0.587","","0.07","0.096531308","0.598419855","3.689750289","8.670686611","5"
"IMF.STA:ESG_FINANCE(2.0.3)","HUN.GBI_USD.A","OBS_VALUE","","","","","","","","","","","1.966018255","1.300267433","3.77605325","1.307030649","2.62319633"
"IMF.STA:ESG_FINANCE(2.0.3)","SVN.SSBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","","0.334918614"
"IMF.STA:ESG_FINANCE(2.0.3)","ARE.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","2","3.045795378"
"IMF.STA:ESG_FINANCE(2.0.3)","BOL.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","0.05653861","0.353780398"
"IMF.STA:ESG_FINANCE(2.0.3)","COL.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.012096286","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","COL.SGBIC_USD.A","OBS_VALUE","","","","","","","","","","","","3.496615484","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","REU.SBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","","0.010457953"
"IMF.STA:ESG_FINANCE(2.0.3)","BLR.GBI_USD.A","OBS_VALUE","","","","","","","","","","","","","0.056388539","",""
"IMF.STA:ESG_FINANCE(2.0.3)","BMU.GBI_USD.A","OBS_VALUE","","","","","","","0.096211996","0.128984409","0.954797523","0.45","2.96","1.95","","1.00678292","0.333398004"
"IMF.STA:ESG_FINANCE(2.0.3)","GBR.GBI_USD.A","OBS_VALUE","0.01632749","0.010805281","0.00385466","0.669439669","0.359646998","0.910180249","1.512518854","2.784473453","7.996126594","7.911940613","6.076582063","97.6299497","8.134788286","11.64511339","16.73598074"
"IMF.STA:ESG_FINANCE(2.0.3)","CRI.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.61","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","HRV.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","","0.209159075","",""
"IMF.STA:ESG_FINANCE(2.0.3)","PRT.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.138044467","","","0.398970934"
"IMF.STA:ESG_FINANCE(2.0.3)","SVN.GBI_USD.A","OBS_VALUE","","","","","","","","","0.078667477","","","","","0.522897689","0.052289768"
"IMF.STA:ESG_FINANCE(2.0.3)","BRA.SBI_USD.A","OBS_VALUE","","","","","","","","","","","0.008647156","0.339274212","","0.017445917",""
"IMF.STA:ESG_FINANCE(2.0.3)","DOM.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.6","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","CYM.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","0.9208","6.831757479","3.277364273","3.63","8.73"
"IMF.STA:ESG_FINANCE(2.0.3)","CHL.GBI_USD.A","OBS_VALUE","","","","","","","","1","","5.573299069","2.827132115","5.8718","1.439357248","2.610970478","4.291651999"
"IMF.STA:ESG_FINANCE(2.0.3)","COL.SSBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","3.8",""
"IMF.STA:ESG_FINANCE(2.0.3)","ECU.SBI_USD.A","OBS_VALUE","","","","","","","","","","","0.8","","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","AUT.SGBIC_USD.A","OBS_VALUE","","","","","","","","","","","","","9.573233394","12.33695236","9.386501805"
"IMF.STA:ESG_FINANCE(2.0.3)","BRA.SSSBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","2","2"
"IMF.STA:ESG_FINANCE(2.0.3)","AUS.SGBIC_USD.A","OBS_VALUE","","","","","","","","","","","","","","","5.211113653"
"IMF.STA:ESG_FINANCE(2.0.3)","CYM.SBI_USD.A","OBS_VALUE","","","","","0.5","0.2","","","","","","","1.016123051","0.04777205",""
"IMF.STA:ESG_FINANCE(2.0.3)","HRV.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","","","0.313738613","",""
"IMF.STA:ESG_FINANCE(2.0.3)","FJI.SGBIC_USD.A","OBS_VALUE","","","","","","","","0.042924034","","","","","","0.008604",""
"IMF.STA:ESG_FINANCE(2.0.3)","CHE.GBI_USD.A","OBS_VALUE","","","","","","0.166112956","0.886655264","0.874725184","1.428589803","4.842317262","3.03803512","3.064435052","5.430428611","4.231482851","3.380108802"
"IMF.STA:ESG_FINANCE(2.0.3)","QAT.GBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","","5"
"IMF.STA:ESG_FINANCE(2.0.3)","UKR.GBI_USD.A","OBS_VALUE","","","","","","","","","","","","1.65","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","SRB.GBI_USD.A","OBS_VALUE","","","","","","","","","","","","2.091590758","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","GRC.GBI_USD.A","OBS_VALUE","","","","","","","","","","0.156869306","0.522897689","1.485029436","0.240532937","","3.032806598"
"IMF.STA:ESG_FINANCE(2.0.3)","TGO.SSBI_USD.A","OBS_VALUE","","","","","","","","","","","0.28663446","0.70737869","0.469175701","",""
"IMF.STA:ESG_FINANCE(2.0.3)","KOR.GBI_USD.A","OBS_VALUE","","","","0.5","","","1.4","0.375412114","3.905632667","6.85521239","3.171904655","25.23712633","16.63558865","14.02198606","12.52622665"
"IMF.STA:ESG_FINANCE(2.0.3)","USA.GBI_USD.A","OBS_VALUE","1.151679188","0.678707275","0.772137106","5.199602176","5.105762963","10.30370446","13.61984318","6.281419188","13.36104363","27.19433931","33.7475548","57.54132869","32.71002868","40.51907583","28.55330271"
"IMF.STA:ESG_FINANCE(2.0.3)","DEU.SGBIC_USD.A","OBS_VALUE","","","","","","","","","","","19.34721452","22.74604951","9.412158417","21.43880528","5.751874588"
"IMF.STA:ESG_FINANCE(2.0.3)","BRA.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","0.411463393","","1.033835062","4.597096851","4.698497564"
"IMF.STA:ESG_FINANCE(2.0.3)","THA.SSSBI_USD.A","OBS_VALUE","","","","","","","","","","","6.322696093","","8.052490307","",""
"IMF.STA:ESG_FINANCE(2.0.3)","CHE.SBI_USD.A","OBS_VALUE","","","","","","","","","","","","","0.245070736","",""
"IMF.STA:ESG_FINANCE(2.0.3)","ZAF.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.166890871","0.120042122","","0.01636938"
"IMF.STA:ESG_FINANCE(2.0.3)","HKG.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","","1.15","0.2","0.206739714","0.275858264"
"IMF.STA:ESG_FINANCE(2.0.3)","GBR.SBI_USD.A","OBS_VALUE","0.24903964","0.061421076","0.054445041","0.7","","0.310501148","0.5","0.3","0.822456606","2.162650838","5.793802338","5.627750464","2.773129296","2.308788418","6.906750707"
"IMF.STA:ESG_FINANCE(2.0.3)","GTM.SBI_USD.A","OBS_VALUE","","","","","","","","","","","1","","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","SVN.SSSBI_USD.A","OBS_VALUE","","","","","","","","","","","","1.296729797","","1.307244224",""
"IMF.STA:ESG_FINANCE(2.0.3)","EGY.SSSBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","0.482751962",""
"IMF.STA:ESG_FINANCE(2.0.3)","CYM.GBI_USD.A","OBS_VALUE","","","","","0.3","","1.6","1.956723814","1.274562038","3.300615255","6.28210746","10.23511343","6.991029916","10.98221067","4.637929132"
"IMF.STA:ESG_FINANCE(2.0.3)","BRA.GBI_USD.A","OBS_VALUE","","","","","","1.051005286","0.034240712","2.077512777","0.139662409","1.080341467","0.640879911","2.524399566","2.575400339","2.511327167","1.631906656"
"IMF.STA:ESG_FINANCE(2.0.3)","ROU.GBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.443450501","0.258109301","0.752056765","8.604232002"
"IMF.STA:ESG_FINANCE(2.0.3)","SRB.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","","3"
"IMF.STA:ESG_FINANCE(2.0.3)","SWE.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","","1.668479389","2.120194853","0.647162656","0.665959021"
"IMF.STA:ESG_FINANCE(2.0.3)","SDN.SBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","","0.522897689"
"IMF.STA:ESG_FINANCE(2.0.3)","HKG.SUBI_USD.A","OBS_VALUE","","","","","","","","","1.1","","","0.74","0.451029916","0.257929132","0.988751962"
"IMF.STA:ESG_FINANCE(2.0.3)","GTM.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","","2.8"
"IMF.STA:ESG_FINANCE(2.0.3)","POL.SGBIC_USD.A","OBS_VALUE","","","","","","","0.784346534","","1.045795379","2.091590758","","","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","SWE.SGBIC_USD.A","OBS_VALUE","","","","","","","","","","","3.763572382","","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","RUS.GBI_USD.A","OBS_VALUE","","","","","","","","","","0.007342143","1.13000096","1.354226354","0.728599939","0.25990022",""
"IMF.STA:ESG_FINANCE(2.0.3)","BGD.GBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.246103363","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","SWE.GBI_USD.A","OBS_VALUE","","","","0.165969622","1.444350159","1.490990296","3.460253358","4.297562097","6.679100718","12.94673151","13.78777794","17.7747444","15.77720991","20.20663615","23.02978772"
"IMF.STA:ESG_FINANCE(2.0.3)","CHL.SGBIC_USD.A","OBS_VALUE","","","","","","","","","","4.362557541","2.827132115","","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","GBR.SUBI_USD.A","OBS_VALUE","","","","","0.310501148","","","1","","2.194506287","2.211258504","8.527341251","4.192404403","5.81491186","6.820403051"
"IMF.STA:ESG_FINANCE(2.0.3)","CRI.GBI_USD.A","OBS_VALUE","","","","","","","1","","","","","","0.0080522","",""
"IMF.STA:ESG_FINANCE(2.0.3)","SVN.SBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","","0.334918614"
"IMF.STA:ESG_FINANCE(2.0.3)","SEN.SBI_USD.A","OBS_VALUE","","","","","","","","","","","0.495396537","0.690287614","1.186265421","",""
"IMF.STA:ESG_FINANCE(2.0.3)","SVN.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","1.296729797","","1.307244224",""
"IMF.STA:ESG_FINANCE(2.0.3)","CHE.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","","","1.584523641","",""
"IMF.STA:ESG_FINANCE(2.0.3)","SAU.GBI_USD.A","OBS_VALUE","","","","","","","","","","","","1.5","","","1.5"
"IMF.STA:ESG_FINANCE(2.0.3)","THA.SSLBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","","1.759618252"
"IMF.STA:ESG_FINANCE(2.0.3)","EGY.SGBIC_USD.A","OBS_VALUE","","","","","","","","","","","1.5","","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","HKG.SGBIC_USD.A","OBS_VALUE","","","","","","","","","","2","","8.519530934","2.574168221","19.50385148","4.911612004"
"IMF.STA:ESG_FINANCE(2.0.3)","BMU.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","","0.194929132"
"IMF.STA:ESG_FINANCE(2.0.3)","DEU.GBI_USD.A","OBS_VALUE","","","","0.308128426","3.624939757","6.608367079","4.183608237","7.969021248","6.391797287","19.79676708","45.62434007","75.08137534","81.63070198","67.33830529","58.83003027"
"IMF.STA:ESG_FINANCE(2.0.3)","TWN.SBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.182267034","0.17434068","0.56500719","0.457981418"
"IMF.STA:ESG_FINANCE(2.0.3)","IDN.SGBIC_USD.A","OBS_VALUE","","","","","","","","","","","","","","0.138341241","0.167109234"
"IMF.STA:ESG_FINANCE(2.0.3)","MLI.SSBI_USD.A","OBS_VALUE","","","","","","","","","","","0.274557164","0.928702392","0.702596416","",""
"IMF.STA:ESG_FINANCE(2.0.3)","GTM.SSSBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","","2.8"
"IMF.STA:ESG_FINANCE(2.0.3)","ITA.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","0.529750805","1.584379998","1.457244223","0.711140856","0.094089309"
"IMF.STA:ESG_FINANCE(2.0.3)","AND.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.522897689","0.522897689","",""
"IMF.STA:ESG_FINANCE(2.0.3)","ARG.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","","0.000117936","0.154614624","0.003068001"
"IMF.STA:ESG_FINANCE(2.0.3)","HND.SSSBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","","1.4"
"IMF.STA:ESG_FINANCE(2.0.3)","ISR.GBI_USD.A","OBS_VALUE","","","","","","","","","","","","1","","2.5",""
"IMF.STA:ESG_FINANCE(2.0.3)","HUN.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","","0.5"
"IMF.STA:ESG_FINANCE(2.0.3)","IRL.SBI_USD.A","OBS_VALUE","","","","","","","","","","","0.28250024","0.7775","1.045795379","0.784346534","0.522897689"
"IMF.STA:ESG_FINANCE(2.0.3)","SVK.GBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.474791101","0.898317016","0.627477226","0.397486355"
"IMF.STA:ESG_FINANCE(2.0.3)","HKG.GBI_USD.A","OBS_VALUE","","","","0.3","","0.3","","0.953222832","3.11220213","7.765886715","4.540633058","17.1261085","11.43695151","25.70265022","11.76722196"
"IMF.STA:ESG_FINANCE(2.0.3)","ITA.GBI_USD.A","OBS_VALUE","","","","","0.538900247","","0.425009064","1.749075556","2.419191802","6.115372367","6.182536897","23.63737933","25.09421275","28.20249714","18.8190086"
"IMF.STA:ESG_FINANCE(2.0.3)","SGP.GBI_USD.A","OBS_VALUE","","","","","","","","1.074019245","0.066574091","2.240850031","1.423991316","5.903574727","9.985256675","4.547572496","4.871456376"
"IMF.STA:ESG_FINANCE(2.0.3)","TWN.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","","","0.107086035","0.134507424",""
"IMF.STA:ESG_FINANCE(2.0.3)","SGP.SBI_USD.A","OBS_VALUE","","","","","","","","0.008","","","0.0704","","0.074855902","",""
"IMF.STA:ESG_FINANCE(2.0.3)","SYC.GBI_USD.A","OBS_VALUE","","","","","","","","","0.015","","","","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","CZE.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","0.522247754","0.522897689"
"IMF.STA:ESG_FINANCE(2.0.3)","MYS.GBI_USD.A","OBS_VALUE","","","","","","","","0.467588859","0.203508938","0.479879659","0.124716135","0.303341637","0.203804347","0.736701476","0.366430482"
"IMF.STA:ESG_FINANCE(2.0.3)","GGY.GBI_USD.A","OBS_VALUE","","","","","","","","","","0.023702094","0.527216813","0.05054679","","","0.66978969"
"IMF.STA:ESG_FINANCE(2.0.3)","MYS.SSSBI_USD.A","OBS_VALUE","","","","","","","","","","","","","2.264492753","",""
"IMF.STA:ESG_FINANCE(2.0.3)","G001.SULBI_USD.A","OBS_VALUE","","","","","","","","","","5.723806267","10.50974082","127.9431686","93.48069121","65.76634338","44.50876963"
"IMF.STA:ESG_FINANCE(2.0.3)","IDN.SUBI_USD.A","OBS_VALUE","","","","","","","","","","0.5","","0.972897689","","","0.804910337"
"IMF.STA:ESG_FINANCE(2.0.3)","IRL.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","","2.016403299","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","VNM.GBI_USD.A","OBS_VALUE","","","","","","","0.14121369","","","","","0.2","0.06762054","","0.078864353"
"IMF.STA:ESG_FINANCE(2.0.3)","AND.SSSBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.522897689","0.522897689","",""
"IMF.STA:ESG_FINANCE(2.0.3)","ARG.SSSBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","0.146799836",""
"IMF.STA:ESG_FINANCE(2.0.3)","ARG.GBI_USD.A","OBS_VALUE","","","","","","","","0.97391742","","","0.257622597","0.915156197","0.291133652","0.388301167","0.197471857"
"IMF.STA:ESG_FINANCE(2.0.3)","VNM.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.425","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","AUS.GBI_USD.A","OBS_VALUE","","","","","0.508890696","0.381300999","0.496929136","2.448427999","2.130916244","2.00860922","3.115229161","4.631842611","4.299148206","7.465745249","12.87129462"
"IMF.STA:ESG_FINANCE(2.0.3)","VGB.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.2","2.2","",""
"IMF.STA:ESG_FINANCE(2.0.3)","G001.SSLGBI_USD.A","OBS_VALUE","","","4.347826087","10.41666667","3.597122302","4.234527687","15.83011583","22.55965293","21.26537786","24.22680412","28.61660079","31.03603604","36.78947368","33.19126265","29.03558535"
"IMF.STA:ESG_FINANCE(2.0.3)","SGP.SGBIC_USD.A","OBS_VALUE","","","","","","","","","","","","","5.015345459","",""
"IMF.STA:ESG_FINANCE(2.0.3)","PAK.GBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.5","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","GNB.SSBI_USD.A","OBS_VALUE","","","","","","","","","","","0.041062801","0.143096764","0.102941749","",""
"IMF.STA:ESG_FINANCE(2.0.3)","CAN.SBI_USD.A","OBS_VALUE","","","","","","","","","0.68851556","","0.140646976","0.55537864","0.668073136","","0.522897689"
"IMF.STA:ESG_FINANCE(2.0.3)","G001.SUBI_USD.A","OBS_VALUE","","","","0.524548887","1.252889412","2.119138769","5.58943994","17.66308597","41.13064554","80.5807866","174.4674947","233.7957255","177.3260102","170.5470194","205.0538585"
"IMF.STA:ESG_FINANCE(2.0.3)","CYP.SSSBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","1.045795379",""
"IMF.STA:ESG_FINANCE(2.0.3)","ITA.SGBIC_USD.A","OBS_VALUE","","","","","","","","","","","","14.11823763","14.67250918","11.76519802","9.412158417"
"IMF.STA:ESG_FINANCE(2.0.3)","MYS.SBI_USD.A","OBS_VALUE","","","","","","","","0.03144654","","","","","0.122314516","0.152853259","0.065285989"
"IMF.STA:ESG_FINANCE(2.0.3)","GNB.SBI_USD.A","OBS_VALUE","","","","","","","","","","","0.041062801","0.143096764","0.102941749","",""
"IMF.STA:ESG_FINANCE(2.0.3)","PAN.GBI_USD.A","OBS_VALUE","","","0.037","","","","","","","0.042","0.535328","","0.010229","0.01288",""
"IMF.STA:ESG_FINANCE(2.0.3)","MYS.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.226449275","0.012319494","0.098829483","0.327547233"
"IMF.STA:ESG_FINANCE(2.0.3)","ITA.SBI_USD.A","OBS_VALUE","","","","","","","","0.529750805","","1.093526074","2.091590757","2.254201479","1.673272604","2.772123202","5.28126666"
"IMF.STA:ESG_FINANCE(2.0.3)","G001.GBI_USD.A","OBS_VALUE","2.868733587","0.809476062","2.336444511","14.45177755","30.15409877","46.99043997","98.15322708","166.5177305","158.4883892","282.1789259","291.4313011","704.290357","597.728719","567.3826088","577.4054317"
"IMF.STA:ESG_FINANCE(2.0.3)","THA.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","6.322696093","0.239615442","8.519648414","0.193856246","1.431642798"
"IMF.STA:ESG_FINANCE(2.0.3)","IRL.SGBIC_USD.A","OBS_VALUE","","","","","","","","","7.475439495","","","","","4.201116909",""
"IMF.STA:ESG_FINANCE(2.0.3)","ISL.SBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","","0.052289768"
"IMF.STA:ESG_FINANCE(2.0.3)","MYS.SUBI_USD.A","OBS_VALUE","","","","","","0.03144654","","","0.157232704","0.729438574","0.400265353","3.804801204","5.892033466","2.252607752","2.3952473"
"IMF.STA:ESG_FINANCE(2.0.3)","VGB.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.3","","1.191438344","1.734939317"
"IMF.STA:ESG_FINANCE(2.0.3)","MAC.SBI_USD.A","OBS_VALUE","","","","","","","","","","","0.641512193","","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","ITA.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","0.104579537","7.957617634","3.241965672","7.273506859","7.516814259"
"IMF.STA:ESG_FINANCE(2.0.3)","TWN.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","0.177370905","0.176140076","0.417347929","0.388635724","0.221395587"
"IMF.STA:ESG_FINANCE(2.0.3)","PER.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","3.25","1.2","10.95920858",""
"IMF.STA:ESG_FINANCE(2.0.3)","SGP.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","0.046888606","1.215821508","0.584802653","","0.374279511"
"IMF.STA:ESG_FINANCE(2.0.3)","PER.SBI_USD.A","OBS_VALUE","","","","","","","","","","","0.015641791","0.038607085","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","THA.GBI_USD.A","OBS_VALUE","","","","","","","","","0.099910527","0.680708973","0.878528007","0.850064208","0.815714128","0.860931821","0.172997215"
"IMF.STA:ESG_FINANCE(2.0.3)","NOR.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.757201082","0.682538253","0.485057923",""
"IMF.STA:ESG_FINANCE(2.0.3)","G001.SBI_USD.A","OBS_VALUE","0.24903964","0.061421076","2.434903473","0.759216146","1.041172365","3.308921419","2.755638685","11.51420557","14.05794211","20.45445021","177.99039","223.5888702","152.3392177","152.4399074","146.4170349"
"IMF.STA:ESG_FINANCE(2.0.3)","CZE.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","","","0.627477227","","0.784346534"
"IMF.STA:ESG_FINANCE(2.0.3)","ISL.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","0.314729332","","0.313738613","",""
"IMF.STA:ESG_FINANCE(2.0.3)","HND.GBI_USD.A","OBS_VALUE","","","","","","","0.057210648","","","0.375","","0.245070736","0.406897434","0.065102536",""
"IMF.STA:ESG_FINANCE(2.0.3)","CYP.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","1.045795379",""
"IMF.STA:ESG_FINANCE(2.0.3)","PRY.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","0.6","","","","0.025349545"
"IMF.STA:ESG_FINANCE(2.0.3)","BFA.SBI_USD.A","OBS_VALUE","","","","","","","","","","","0.209339773","1.168444847","0.425457489","",""
"IMF.STA:ESG_FINANCE(2.0.3)","CAN.SUBI_USD.A","OBS_VALUE","","","","","","","","","","2.113143516","0.77088991","2.466224558","4.257328498","3.342213193","2.618196514"
"IMF.STA:ESG_FINANCE(2.0.3)","IRL.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","","0.0732594","",""
"IMF.STA:ESG_FINANCE(2.0.3)","IMN.SSSBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.505197216","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","DNK.GBI_USD.A","OBS_VALUE","","","","","","0.594232501","","1.83134225","0.784346534","11.38746505","1.650592003","10.2324569","18.38296478","12.46298567","9.270028964"
"IMF.STA:ESG_FINANCE(2.0.3)","CAN.SGBIC_USD.A","OBS_VALUE","","","","","","","","","","","","","3.516174402","","4.219409282"
"IMF.STA:ESG_FINANCE(2.0.3)","SRB.SSSBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","","3"
"IMF.STA:ESG_FINANCE(2.0.3)","CAN.GBI_USD.A","OBS_VALUE","","","","","1.159388572","0.458227848","1.08315863","2.772192708","5.936608123","6.451086879","9.499570207","15.79213115","14.23434461","7.178352331","19.29961155"
"IMF.STA:ESG_FINANCE(2.0.3)","PER.GBI_USD.A","OBS_VALUE","","","","","0.408","","","","0.026406126","1.280813906","0.2","","0.03","",""
"IMF.STA:ESG_FINANCE(2.0.3)","ARG.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.050006468","0.12","0.0886","0.079029225"
