"Economy","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Malaysia","$2.96499e+008","$4.71292e+008","$7.36039e+008","$1.13243e+009","$1.76809e+009","$1.72217e+009","$1.33016e+009","$1.9262e+009","$1.30543e+009","$1.09026e+009","$1.07789e+009","$1.18026e+009","$1.22947e+009","$1.15974e+009","$1.29079e+009","$2.10302e+009","-","$1.24216e+009","$1.34389e+009","$1.49808e+009","$1.73375e+009","$2.8683e+009","$2.85127e+009","$2.40654e+009","$2.36511e+009","$2.31315e+009","$1.75772e+009","$1.73526e+009","$1.5972e+009","$1.28995e+009","$1.27082e+009","$1.31359e+009","$1.27549e+009","$1.08154e+009","$1.15672e+009","-"
"Maldives","-","-","-","-","$8.02714e+006","$9.34579e+006","$1.49533e+007","$1.46984e+007","$1.113e+007","$8.49618e+006","$1.14458e+007","$7.18954e+006","$7.96875e+006","$1.27344e+007","$1.48438e+007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Mali","$8.87038e+006","$7.94562e+006","$1.46237e+007","$5.82812e+006","$1.39369e+006","$1.79284e+007","$2.94909e+007","$4.29181e+007","$2.3e+007","$1.62372e+007","$1.67471e+007","$1.77344e+007","-","-","$8.73327e+007","$6.41972e+007","$9.39127e+007","$1.22516e+008","$1.1327e+008","$6.80664e+007","$1.93033e+008","$2.00997e+008","$1.5723e+008","$1.24909e+008","$1.41986e+008","$1.31372e+008","$1.27823e+008","$1.57416e+008","$2.31211e+008","$1.31334e+008","$1.5996e+008","$1.69733e+008","-","-","-","-"
"Malta","$2.77634e+007","$2.89783e+007","$1.16111e+007","$6.9877e+006","$8.04446e+006","$1.78237e+007","$1.91702e+007","$9.84543e+006","$1.71899e+007","$2.001e+007","$2.51955e+007","$7.82222e+007","$6.11628e+007","$6.44737e+007","-","-","-","$5.18272e+007","$6.03807e+007","$4.75e+007","$4.10185e+007","$4.37552e+007","$5.7635e+007","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Marshall Islands","$1.3e+006","$672000","$9.81967e+006","$1.029e+007","-","$500000","$400000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Martinique","$1.9099e+007","$2.19776e+007","$2.02123e+007","$2.91355e+007","$2.66571e+007","$2.32395e+007","$2.5022e+007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Mauritania","$4.51476e+006","$2.0022e+006","$1.40464e+006","$3.29837e+006","$9.44071e+006","$1.23904e+007","$1.74307e+007","$1.26848e+007","$5.56674e+006","$4.09522e+006","-","$5.30219e+007","$8.21156e+007","$8.46671e+007","-","-","$3.01539e+007","$9.99665e+007","$5.8068e+007","$6.77184e+007","$4.28896e+007","$4.65605e+007","$4.74735e+007","-","-","-","$6.39269e+006","$4.88969e+006","$5.30306e+007","$3.18336e+007","$5.53656e+007","$7.9194e+007","$1.24597e+008","$1.06881e+008","-","-"
"Mauritius","$4.19767e+007","$6.26757e+007","$3.66896e+007","$6.10964e+007","$3.35015e+007","$5.09086e+007","$7.66856e+007","$3.87673e+007","$4.31013e+007","$4.95832e+007","$5.44838e+007","$6.63234e+007","$5.88117e+007","$3.7276e+007","$2.96727e+007","$3.56995e+007","-","$6.09071e+008","$1.12389e+009","-","-","-","$1.78691e+008","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Mayotte","-","-","-","-","-","-","-","-","-","$2593.19","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Mexico","$1.39746e+009","$1.87197e+009","$3.05439e+009","$2.68262e+009","$2.50055e+009","$1.4912e+009","$1.77985e+009","$1.90669e+009","$3.16301e+009","$3.96534e+009","$5.08219e+009","$5.75086e+009","$3.12992e+009","$2.58424e+009","$3.61489e+009","$3.47456e+009","$3.74787e+009","$3.27296e+009","$3.64821e+009","$2.89072e+009","$5.93988e+009","$5.1065e+009","$6.79935e+009","$5.21974e+009","$4.90899e+009","$4.1502e+009","$4.55798e+009","$3.95565e+009","$4.46108e+009","$4.50746e+009","$4.37581e+009","$3.7768e+009","$3.42871e+009","$3.13559e+009","-","-"
"Micronesia","-","-","$7.92968e+006","$1.4601e+007","$7.67038e+006","$550000","$230000","$330000","$2.628e+006","$1.121e+006","$537500","-","-","-","-","-","$1.737e+006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Moldova","-","-","$1.02896e+006","$909890","$6.00656e+006","$1.41707e+007","$1.60587e+007","$1.929e+007","$2.09125e+007","$1.40684e+007","$3.41721e+007","$1.71005e+007","$7.20339e+007","$4.43313e+007","$6.87095e+007","$9.05443e+007","$9.01779e+007","$1.58691e+008","$1.88885e+008","$1.57486e+008","$1.39475e+008","$1.54224e+008","$1.43875e+008","$1.02566e+008","$1.69236e+008","$1.09732e+008","$7.30004e+007","$5.92685e+007","$7.10791e+007","$6.51216e+007","$5.43852e+007","$6.31105e+007","$6.03797e+007","$8.05898e+007","$8.10656e+007","-"
"Monaco","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$1.76542e+007","$1.81932e+007","$1.79452e+007","-","-","-","$2.05605e+007","$1.47134e+007","$1.94656e+007","$2.01021e+007","$1.33443e+007","$1.10325e+007","$1.1869e+007","$1.1704e+007","$1.31387e+007","-","-","-","-","-","-"
"Mongolia","$1.72377e+007","$6.74e+006","$3.60197e+006","$2.32057e+007","$1.1756e+007","$3.41499e+006","$2.01222e+007","$1.75116e+007","$3.37714e+006","$1.06239e+006","$2.23814e+006","$2.48121e+006","$5.17513e+006","$8.19073e+006","$1.02086e+007","$1.24456e+007","$6.05239e+007","$9.28742e+007","$6.55342e+007","$5.31856e+007","$6.62777e+007","$8.5137e+007","$8.35729e+007","-","-","$1.03965e+008","$1.08949e+008","$7.09827e+007","$7.59943e+007","$1.21404e+008","$8.68311e+007","$9.77571e+007","$1.16798e+008","$9.75448e+007","$1.03826e+008","-"
"Montenegro","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$5.00703e+007","$1.28746e+008","$1.09656e+008","$1.09393e+008","$8.80657e+007","$6.95493e+007","$6.09333e+007","$7.56067e+007","$8.25135e+007","$8.74873e+007","-"
"Morocco","$2.45571e+008","$3.49144e+008","$2.57672e+008","$1.93677e+008","$2.69051e+008","$3.12412e+008","$1.97685e+008","$1.42961e+008","$1.31606e+008","$2.37347e+008","$5.92662e+008","$7.34513e+008","$3.83848e+008","$2.77952e+008","$3.04397e+008","$4.63508e+008","-","$6.43284e+008","$9.11942e+008","$8.17917e+008","$7.22334e+008","$7.43399e+008","$6.89139e+008","$7.21508e+008","$7.6581e+008","$8.80398e+008","$6.20108e+008","$7.24442e+008","$5.13975e+008","$5.64658e+008","$5.19735e+008","$6.89771e+008","$7.91976e+008","$8.25155e+008","$7.74565e+008","-"
"Mozambique","$1.98474e+007","$1.34981e+007","$4.44852e+007","$2.07168e+007","$1.02844e+007","$2.17311e+007","$2.46884e+007","$4.13175e+007","$1.93623e+007","$3.43037e+007","$5.43115e+007","$4.74399e+007","$5.91865e+007","$2.77517e+007","$1.97253e+007","$2.35866e+007","$2.14139e+007","$9.83615e+007","$1.38052e+008","$1.47793e+008","-","-","-","-","-","-","-","$1.75662e+006","$1.94102e+006","$3.45491e+006","$1.68113e+006","$1.5697e+008","$9.4242e+007","$2.2472e+008","-","-"
"Myanmar","$1.73527e+007","$4.74227e+007","$3.24025e+007","$1.75582e+007","$5.45626e+007","$2.85056e+008","$3.68116e+008","$5.56796e+008","$4.11699e+008","$4.21822e+008","$3.92541e+006","$5.85111e+006","$2.40213e+006","$5.79756e+006","$5.10753e+006","$8.94612e+008","$9.42334e+008","$1.03242e+009","$1.21016e+009","-","-","-","-","-","-","-","-","-","-","$636001","$1.67563e+008","$2.90007e+008","-","-","-","-"
"Namibia","-","$6.39749e+006","$6.89474e+006","$8.09186e+006","$1.96023e+007","$4.35862e+007","$4.1396e+007","$4.84666e+007","$4.90578e+007","$2.09282e+007","$3.60205e+007","$2.34744e+007","$8.99469e+006","$1.7304e+007","$2.05364e+007","$2.04424e+007","-","$1.01059e+008","$7.06917e+007","$3.8317e+007","$4.6566e+007","$4.69514e+007","$5.21425e+007","$3.09224e+007","$5.08377e+007","$2.83935e+007","$4.07995e+007","$4.21099e+007","$6.29205e+007","$3.69219e+007","$4.54431e+007","$6.79866e+007","$4.37248e+007","$5.43076e+007","$6.40542e+007","-"
"Nepal (Republic of)","$2.36985e+007","$2.02657e+007","$7.2803e+006","$2.04406e+006","$1.09317e+007","$1.69381e+007","$2.98995e+007","$2.00484e+007","$2.23567e+007","$2.02814e+007","$1.86357e+007","$2.08541e+007","$2.38444e+007","$2.5243e+007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Netherlands","$1.48435e+009","$1.62139e+009","$1.62297e+009","$1.46904e+009","$1.46429e+009","$1.70966e+009","$1.60567e+009","$1.62715e+009","$2.24379e+009","$2.68511e+009","$3.07615e+009","$2.63304e+009","-","-","-","-","-","$2.23283e+009","$2.89283e+009","$2.33917e+009","$2.48834e+009","$3.03115e+009","$3.48265e+009","-","$3.72919e+009","-","$2.62182e+009","$2.55524e+009","$2.65352e+009","$2.50737e+009","$2.38605e+009","-","$3.98263e+009","$4.3348e+009","$3.96151e+009","-"
"New Caledonia","$2.18447e+007","$3.40292e+007","$3.67975e+007","$1.71032e+007","$2.04126e+007","$2.36443e+007","$2.55745e+007","$2.13155e+007","$2.80953e+007","$3.49915e+007","$3.76114e+007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"New Zealand","$4.47164e+008","$3.85752e+008","$2.80349e+008","$2.24743e+008","$2.65046e+008","$3.73389e+008","$4.784e+008","$3.8812e+008","$3.01958e+008","$3.1164e+008","$2.92273e+008","$3.5e+008","$2.62963e+008","$3.00581e+008","$2.30464e+008","$2.99942e+008","$5.95228e+008","$7.85569e+008","$8.32241e+008","$1.05769e+009","$1.11685e+009","$9.79609e+008","$1.02894e+009","$1.29614e+009","$1.40249e+009","$1.23433e+009","$1.10647e+009","$1.12263e+009","-","$1.12357e+009","$1.04132e+009","$1.14739e+009","$9.4425e+008","$9.75781e+008","$9.75851e+008","-"
"Nicaragua","$8.26775e+006","$4.89759e+006","$4.24977e+007","$3.16419e+007","$3.62944e+007","$3.6574e+007","$4.06639e+007","$1.98135e+007","$633157","$3.31931e+006","$6.07256e+006","$6.4314e+006","$4.06126e+007","$3.65574e+007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$4.7144e+006","$3.4485e+006","$4.06979e+006","-"
"Niger","$3.53334e+006","$3.90628e+006","$2.27814e+006","$7.96723e+006","$2.88179e+006","$2.46018e+006","-","-","-","-","-","$3.13762e+006","$1.82212e+007","$8.77495e+006","$1.94969e+007","$4.19172e+007","$3.97789e+007","$4.96592e+007","$1.80882e+008","$1.01782e+008","$1.32895e+008","-","-","-","-","-","$1.95087e+008","$8.12485e+007","$9.38036e+007","$8.08712e+007","$1.38998e+008","$1.33975e+008","$7.44241e+007","$6.32634e+007","$5.42943e+007","-"
"Nigeria","$4.42797e+007","$2.51326e+008","$9.29784e+007","$1.96686e+008","$1.05237e+008","$1.93079e+008","$2.53939e+008","-","$6.4144e+008","$2.01698e+008","$1.32204e+008","$1.34856e+008","$2.19771e+008","$3.86937e+008","-","$1.20359e+007","$7.77293e+006","$2.77327e+009","$5.51474e+008","$6.4472e+008","$1.53029e+009","$4.84683e+009","$1.90074e+009","-","$1.32439e+009","$1.57972e+009","$1.79644e+009","$8.40105e+008","$1.00312e+009","$1.61191e+009","$1.13751e+009","$2.74994e+009","$1.84462e+009","-","-","-"
"North Macedonia","-","-","-","-","$1.28375e+007","$4.23442e+007","$5.6078e+007","$7.7198e+007","$4.56992e+007","$4.72715e+007","-","-","-","$3.93318e+007","$3.79994e+007","-","$4.50554e+007","$2.21283e+008","$1.86859e+008","$7.92636e+007","-","-","-","$1.01141e+008","-","-","-","-","$4.93059e+007","$4.84506e+007","$3.47166e+007","$6.04344e+007","$8.66293e+007","$6.35028e+007","$4.85152e+007","-"
"Norway","$4.3885e+008","$4.68394e+008","$5.80803e+008","$2.61562e+008","$4.68188e+008","$8.09374e+008","$7.27308e+008","$7.8675e+008","$1.48374e+009","$1.82692e+009","$2.12706e+009","-","$2.58885e+009","-","-","-","-","-","-","-","-","-","$1.31901e+009","$1.41205e+009","$1.42319e+009","$1.20453e+009","$1.343e+009","$1.31956e+009","$1.36032e+009","$1.61431e+009","-","$1.7527e+009","$1.69218e+009","-","-","-"
"Oman","$2.10663e+007","$5.29649e+007","$3.44603e+007","$1.03633e+008","$1.58153e+007","$4.2567e+007","$7.87368e+007","$5.82597e+007","-","-","$7.06494e+007","$1.07792e+008","$1.23992e+008","$1.54452e+008","$2.42626e+008","$9.46785e+008","$9.61282e+008","$1.73181e+008","$4.03903e+008","$3.58762e+008","$4.48461e+008","-","-","-","$5.70416e+008","$5.53741e+008","$6.95172e+008","$6.15e+008","$5.3453e+008","$5.49323e+008","$4.52774e+008","$4.52505e+008","$5.89396e+008","$6.23885e+008","$6.51714e+008","-"
"Pakistan","$1.38501e+008","$2.99789e+008","$3.65465e+008","$6.1237e+008","$6.72551e+008","$4.9276e+008","$3.88633e+008","$2.92113e+008","$2.55946e+008","$2.26499e+008","$2.50864e+008","$1.39784e+008","$1.69189e+008","$2.10009e+008","-","$1.47759e+009","$1.73469e+009","$3.9749e+009","$3.13649e+009","$1.64692e+009","$1.13735e+009","$5.1888e+008","$2.37512e+008","$6.00306e+008","$1.815e+009","$9.07268e+008","$6.66209e+008","$7.93037e+008","$7.15939e+008","$7.8514e+008","$8.51865e+008","$2.15463e+009","$1.11669e+009","$7.23585e+008","$8.19478e+008","-"
"Palau","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$918877","$5.07686e+006","$1.12418e+006","-","-","-","-","-","-","-","-","-","-"
"Panama","$1.3015e+007","$1.75326e+007","$2.6823e+007","$2.2238e+007","$2.4084e+007","$4.3717e+007","-","-","-","-","-","-","-","-","-","-","-","$2.10596e+008","$1.45323e+008","$3.50002e+008","$2.65308e+008","$2.75457e+008","$2.55564e+008","$2.34652e+008","-","-","-","$3.10769e+008","$3.22758e+008","$2.75681e+008","$2.58649e+008","$2.68795e+008","$2.89435e+008","$3.1166e+008","-","-"
"Papua New Guinea","$2.45996e+007","$3.18277e+007","$9.85049e+007","-","-","-","-","-","$7.76533e+007","$6.42964e+007","$6.54121e+007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$2.89019e+007","$1.425e+007","$1.90383e+008","$1.47648e+008","$7.00798e+007","-"
"Paraguay","$2.49551e+007","$3.51877e+007","$7.37072e+007","$2.01997e+008","$1.94898e+008","$6.482e+007","$7.12497e+007","$8.20922e+007","-","$8.27804e+007","$8.51575e+007","$8.15401e+007","-","-","-","-","-","-","-","-","-","-","-","$2.376e+008","$1.8937e+008","-","-","-","-","$6.43967e+007","$8.27373e+007","$2.1271e+008","$1.85941e+008","$1.48484e+008","-","-"
"Peru","$5.90784e+007","$1.02784e+008","$1.12356e+008","$1.5492e+008","$1.90199e+008","$5.90911e+008","$7.43071e+008","$7.03784e+008","$7.38908e+008","$4.29882e+008","$3.14327e+008","$1.74517e+008","-","-","-","$3.87309e+008","$4.37929e+008","$5.70644e+008","$8.7994e+008","$9.09813e+008","$8.47053e+008","$1.06884e+009","$9.20019e+008","$1.21556e+009","$1.27079e+009","$1.07064e+009","-","-","-","$1.5808e+009","$8.5208e+008","$8.18509e+008","$9.46852e+008","$1.04767e+009","-","-"
"Philippines","$3.70203e+008","$2.94771e+008","$4.03732e+008","$3.72422e+008","$9.00928e+008","$1.15501e+009","$1.67811e+009","$1.71357e+009","$1.13956e+009","$9.49092e+008","$1.0387e+009","$1.05511e+009","$6.9762e+008","$7.55923e+008","$1.00983e+009","-","-","-","-","$1.3187e+009","$1.24546e+009","$1.30616e+009","$1.36118e+009","-","$1.68487e+009","-","-","-","-","-","-","-","-","-","-","-"
"Poland","$1.68611e+008","$2.64748e+008","$5.04242e+008","$6.97267e+008","$6.31519e+008","$8.86186e+008","$1.16835e+009","$1.29631e+009","$1.17166e+009","$1.43955e+009","$1.36851e+009","-","-","-","-","$1.84393e+009","$2.44464e+009","-","$3.05969e+009","$2.56508e+009","$2.39116e+009","$2.34482e+009","$1.97073e+009","$2.15233e+009","$2.13396e+009","$1.71535e+009","$3.94406e+009","$1.62205e+009","$2.19972e+009","$2.04465e+009","$2.04997e+009","$2.30584e+009","$2.52024e+009","$2.64316e+009","$2.36449e+009","-"
"Portugal","$7.13409e+008","$8.64468e+008","$9.89852e+008","$6.39988e+008","$6.64004e+008","$1.22975e+009","$1.10022e+009","$1.34442e+009","$1.50492e+009","$1.23333e+009","$1.14567e+009","$1.22861e+009","$9.46517e+008","$6.4548e+008","$8.37745e+008","$9.11324e+008","$1.21883e+009","$1.79874e+009","$1.4639e+009","$1.46449e+009","$1.42815e+009","$1.25217e+009","$9.9523e+008","$9.85165e+008","$8.16752e+008","$6.96772e+008","$6.73897e+008","$7.29617e+008","$7.19768e+008","$6.72308e+008","$7.83174e+008","$1.01139e+009","$9.04799e+008","$8.22435e+008","$7.40495e+008","-"
"Puerto Rico","$2.6257e+008","$2.5271e+008","$2.4367e+008","$2.2386e+008","$2.75953e+008","$3.77678e+008","$3.83681e+008","$3.54702e+008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Qatar","-","$2.08335e+007","$2.51374e+007","$4.18956e+007","$3.72473e+007","$2.15934e+007","-","$4.43495e+007","$6.25242e+007","$4.5494e+007","$3.73135e+007","$5.23676e+007","$7.12014e+007","$1.03021e+008","$1.41594e+008","$2.05793e+008","$2.31472e+008","$1.78022e+008","$3.83316e+008","$3.46241e+008","$3.54434e+008","$2.78237e+008","$3.02198e+008","$2.93132e+008","$4.85165e+008","$3.78571e+008","$3.43407e+008","$3.0467e+008","$3.32143e+008","$4.65385e+008","$3.64835e+008","$3.32692e+008","$3.90385e+008","$3.36538e+008","$2.89835e+008","-"
"Romania","$3.00152e+007","$3.12148e+007","$2.4607e+007","$1.94461e+008","$1.60321e+008","$2.36376e+008","$1.97491e+008","$2.67622e+008","$3.35979e+008","$2.93236e+008","$5.86575e+008","-","$3.0172e+008","-","-","$8.66633e+008","$9.94553e+008","$1.2468e+009","$1.46495e+009","$9.05118e+008","$8.87693e+008","$6.98023e+008","$5.79551e+008","$6.12981e+008","$6.44969e+008","$5.16768e+008","$5.70584e+008","$5.54227e+008","$5.9265e+008","$5.68439e+008","$5.49483e+008","$6.67962e+008","$6.22591e+008","$5.61836e+008","-","-"
"Russian Federation","-","-","$3.69735e+007","$3.16994e+008","$6.41155e+008","$9.85106e+008","$1.31145e+009","$1.55096e+009","$1.0714e+009","$7.2961e+008","$5.9359e+008","$7.32396e+008","$1.01238e+009","-","-","-","-","$1.21341e+010","$9.42173e+009","$4.65947e+009","$6.32465e+009","$8.83582e+009","$9.69032e+009","$8.37051e+009","$7.73526e+009","$4.76291e+009","$4.00375e+009","$5.67101e+009","$5.029e+009","$6.42434e+009","$5.55131e+009","$6.0092e+009","$4.96547e+009","$4.44016e+009","-","-"
"Rwanda","-","$3.95593e+006","-","-","-","-","-","-","-","$1.67695e+007","-","-","-","-","-","$1.78445e+007","$1.90702e+007","$1.68269e+007","$1.49433e+008","$1.74268e+008","$1.81548e+008","$4.68499e+007","$7.86888e+007","$8.95748e+007","$6.39574e+007","$6.07497e+007","$4.00555e+007","$6.91394e+007","$4.89278e+007","$5.42275e+007","$5.97248e+007","$4.80399e+007","$6.0513e+007","$5.63805e+007","$6.19811e+007","-"
"Réunion","$3.71166e+007","-","-","-","-","-","-","-","$19322","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saint Kitts and Nevis","$1.64444e+006","$1.29926e+006","$1.80481e+006","$1.42185e+006","$2.47926e+006","$4.68889e+006","$3.13444e+006","-","-","-","-","-","-","-","-","$8.51852e+006","$8.14815e+006","$8.51852e+006","$4.81481e+006","$5.18519e+006","$5.18519e+006","$5.55556e+006","$7.03704e+006","-","$2.59259e+006","$9.33389e+006","$1.01597e+007","$5.23643e+006","-","-","-","-","-","-","-","-"
"Saint Lucia","-","-","-","-","$1.85185e+007","-","-","-","-","-","-","-","-","-","-","$8.14815e+006","$1.44444e+007","$2.44444e+007","$2e+007","$1.33333e+007","$7.03704e+006","$1.07407e+007","$8.51852e+006","$8.3515e+006","$1.80429e+007","-","$1.04604e+007","$1.15128e+007","$1.81971e+007","-","-","-","-","-","-","-"
"Saint Vincent and the Grenadines","-","-","-","-","-","-","-","$4.44444e+006","$5.55556e+006","$4.07407e+006","$4.37593e+006","-","-","-","-","-","-","-","$8.51852e+006","$6.2963e+006","$4.07407e+006","$4.07407e+006","$5.40741e+006","$5.40741e+006","$1.03704e+007","-","-","$4.75078e+006","$3.83584e+006","$2.89443e+006","$5.51797e+006","-","-","-","-","-"
"Samoa","$432900","-","-","-","-","$1.1336e+006","$1.13821e+006","$976563","$1.01695e+006","$1.3289e+006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$8.95046e+006","-","$4.96055e+006","-","-","-","-","-","-","-","-"
"San Marino","-","-","$3.24567e+006","$2.54183e+006","-","$2.44516e+006","$2.59244e+006","$2.41148e+006","$2.40927e+006","$2.4221e+006","-","-","-","$2.61536e+006","$2.80544e+006","$2.48719e+006","$2.50897e+006","$2.73734e+006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sao Tome and Principe","-","$4.03248e+006","$979595","$259991","$423242","-","$418036","$1.8581e+006","$922531","$1.29333e+006","$923697","$731534","$4.14348e+006","$1.54299e+006","$2.24893e+006","$1.55096e+006","$1.1089e+006","$1.36809e+006","$3.99078e+006","$2.37087e+006","$1.00764e+007","$1.15194e+007","$7.88443e+006","-","-","-","$1778.58","$2094.75","$2.1106e+006","$2.34048e+006","$1.73136e+006","$2.4962e+006","$2.91139e+006","$3.04529e+006","-","-"
"Saudi Arabia","$1.39813e+008","$8.6996e+007","$1.4235e+008","$1.1968e+008","$1.47076e+008","$9.99199e+007","-","-","-","-","-","-","-","-","-","$1.9268e+009","$1.92787e+009","$2.10606e+009","$3.03081e+009","$3.10511e+009","$3.10526e+009","$3.37201e+009","$2.67383e+009","$2.31383e+009","$2.1686e+009","$3.55746e+009","$3.73041e+009","$3.36362e+009","$4.46194e+009","$3.66487e+009","$3.68059e+009","$2.94306e+009","$3.66473e+009","$4.08903e+009","-","-"
"Senegal","$2.64076e+007","$3.1396e+007","$4.84113e+007","$7.85845e+007","$3.49615e+007","$3.39778e+007","$5.46574e+007","$3.66046e+007","$6.83702e+007","$8.92659e+007","$7.86525e+007","$6.63388e+007","$1.0861e+008","-","$9.4645e+007","$1.49772e+008","$1.83595e+008","$2.06566e+008","$2.65741e+008","$2.64726e+008","$3.2709e+008","$1.22916e+008","$1.38481e+008","$2.67831e+008","$1.88191e+008","$1.80089e+008","$2.2523e+008","$1.91599e+008","$1.75223e+008","$2.84902e+008","$2.22988e+008","$2.02864e+008","$2.18897e+008","$2.35407e+008","-","-"
"Serbia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$3.71043e+008","-","$2.23543e+008","$6.26709e+008","$8.21767e+008","$3.9941e+008","$3.56724e+008","$3.48835e+008","$2.97703e+008","$3.46864e+008","$2.48963e+008","$3.09778e+008","$2.77575e+008","$3.01029e+008","$4.15874e+008","$7.9819e+008","$4.67825e+008","$6.36082e+008","$7.63729e+008","$8.44406e+008","$1.03309e+009","-"
"Seychelles","$7.59435e+006","$5.3825e+006","$5.80321e+006","$7.36532e+006","$3.55307e+006","$9.76383e+006","$8.58794e+006","$4.74921e+006","$6.30471e+006","$7.1381e+006","$4.11922e+006","-","-","-","$1.18909e+007","$1.46e+007","$1.28449e+007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$3.84503e+007","$1.81437e+007","$2.96748e+007","-","-"
"Sierra Leone","$109967","-","$3.41834e+006","$1.17082e+006","$2.11445e+006","$5.91503e+006","$8.65832e+006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Singapore","$2.50522e+008","$6.38516e+008","$2.88643e+008","$3.54499e+008","$3.42477e+008","$4.35939e+008","$3.61127e+008","$7.51717e+008","$5.1858e+008","$4.64012e+008","$4.65116e+008","$3.70112e+008","$4.32961e+008","$3.63218e+008","$4.59763e+008","-","-","-","-","-","-","-","-","-","-","-","$9.75832e+008","$7.76002e+008","$8.05877e+008","$7.36498e+008","$7.02015e+008","-","$6.60493e+008","-","-","-"
"Slovakia","-","$3.91492e+007","$5.66678e+007","$1.1586e+008","$1.37807e+008","$1.88705e+008","$2.79772e+008","$3.18739e+008","$2.67726e+008","$1.83897e+008","$1.77843e+008","$2.41568e+008","$6.41297e+008","$3.45336e+008","$4.24675e+008","$4.20462e+008","$4.42275e+008","$5.30306e+008","$5.93191e+008","$5.42617e+008","$4.75591e+008","$5.20785e+008","$2.63723e+008","$2.98172e+008","$4.18362e+008","$3.48129e+008","$3.90325e+008","$4.30036e+008","$7.07168e+008","$4.33651e+008","$4.43606e+008","$4.59497e+008","$3.99178e+008","$3.78091e+008","-","-"
"Slovenia","-","$8.19143e+007","$6.81983e+007","$7.87796e+007","$1.07345e+008","$9.78099e+007","$1.42158e+008","$1.21736e+008","$3.28449e+008","$3.38704e+008","$3.4304e+008","$3.65759e+008","$1.49623e+008","$1.70344e+008","-","-","$3.12505e+008","$4.44636e+008","$4.14197e+008","$2.57656e+008","$2.00031e+008","$1.74261e+008","$2.22331e+008","$2.00409e+008","$2.39916e+008","$2.10686e+008","$2.31736e+008","$2.78563e+008","$3.04353e+008","$2.59668e+008","$3.24783e+008","$3.02649e+008","$2.88526e+008","$3.34405e+008","$3.25794e+008","-"
"Solomon Islands","$1.02618e+006","$1.32128e+006","$1.63842e+006","$1.67371e+006","$4.55277e+006","$3.4118e+006","$2.88584e+006","$4.74041e+006","$5.3028e+006","$2.35537e+007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$9.49544","-","-","-","-","-","-","-","-","-"
"South Africa","$5.85553e+008","$5.43222e+008","$5.03156e+008","$7.29869e+008","$9.85693e+008","$1.13054e+009","$1.11645e+009","$1.79038e+009","$3.03892e+009","$1.94763e+009","$1.74352e+009","$1.39373e+009","$7.12049e+008","$8.71164e+008","-","-","-","$1.97137e+009","$1.96303e+009","$1.72841e+009","$1.818e+009","$2.17404e+009","$2.31548e+009","$6.07793e+008","$1.47836e+009","$1.48954e+009","$1.71172e+009","$2.10349e+009","$2.30639e+009","$1.44793e+009","$1.77405e+009","$2.21351e+009","$2.36746e+009","$1.84453e+009","$1.2282e+009","-"
"South Sudan","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$8.24732e+007","-","-","$4.88468e+006","$649981","$299259","$3.10525e+007","-","-","-","-","-","-"
