"Economy","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Ecuador","$4.64965e+007","$8.2685e+007","$9.75684e+007","$9.41692e+007","$1.2519e+008","$9.03322e+007","$1.0088e+008","-","-","$4.45414e+007","-","-","-","-","-","-","-","-","-","-","-","$2.5e+008","$4.2868e+007","$3.12287e+008","-","-","-","-","-","-","-","-","-","-","-","-"
"Egypt","$2.99806e+008","$1.44182e+008","$2.94913e+008","$2.77622e+008","$2.96296e+008","-","-","-","-","$7.12934e+008","$5.13136e+008","$7.57431e+008","$7.36667e+008","$4.44881e+008","$7.97355e+008","$1.20805e+009","$1.1895e+009","$2.26433e+009","$2.7374e+009","$3.11717e+009","$3.52617e+009","$2.2314e+009","$2.33853e+009","$1.90044e+009","$2.19583e+009","$1.91005e+009","$2.98794e+009","$1.03774e+009","$1.11533e+009","$1.48944e+009","-","$2.42264e+009","$1.72222e+009","$1.54866e+009","$1.12194e+009","-"
"El Salvador","$3.97177e+007","$3.16038e+007","$5.47304e+007","$4.59082e+007","$6.44811e+007","$7.25335e+007","-","-","$4.76973e+008","$7.10019e+008","$8.75627e+008","$1.63112e+008","$7.68e+007","$2.33143e+007","$1.24571e+008","$9.5e+007","$1.37932e+008","$3.37289e+008","$1.98555e+008","$1.19325e+009","-","$1.54519e+008","-","-","$2.65378e+008","$1.98134e+008","$2.16336e+008","-","-","-","-","-","-","-","-","-"
"Eritrea","-","-","$392000","$1.538e+006","$2.62397e+006","$2.96471e+006","$1.27676e+007","$1.34562e+007","$1.76582e+007","$8.95376e+006","$2.27013e+007","$1.29973e+006","$931232","$1.88761e+007","$1.74474e+007","$1.96513e+007","$1.64641e+007","-","$3.41737e+007","-","-","-","$1.16351e+007","$4.31475e+007","-","-","-","-","-","-","-","-","-","-","-","-"
"Estonia","-","$1.01913e+007","$8.24703e+006","$1.77728e+007","$4.79024e+007","$4.83009e+007","$6.54928e+007","$4.80487e+007","$4.71758e+007","$4.86376e+007","$5.08293e+007","$7.31777e+007","$5.50271e+007","$6.20491e+007","$5.54762e+007","$6.21435e+007","$1.01159e+008","$1.29528e+008","$1.39792e+008","$9.1066e+007","$9.13029e+007","$1.20288e+008","$1.52335e+008","$1.26095e+008","$1.2069e+008","$1.03687e+008","$9.48009e+007","$9.63492e+007","$1.05105e+008","$1.00753e+008","$1.00513e+008","$1.21119e+008","$1.11623e+008","$1.28243e+008","-","-"
"Eswatini","$5.01551e+006","$6.89567e+006","$1.19243e+007","$1.93272e+007","$1.53036e+007","$8.51448e+006","$9.67821e+006","$1.40453e+007","$1.42536e+007","$1.29033e+007","$3.7464e+006","$9.52381e+006","$1.3093e+007","$2.76272e+007","-","-","-","-","$2.83251e+007","$1.04795e+007","$3.09153e+007","$1.22031e+007","-","-","-","-","-","-","-","-","-","$1.39781e+007","$1.38266e+007","$1.26127e+007","$1.30595e+007","-"
"Ethiopia","$1.78261e+007","$1.58937e+007","$1.281e+007","$1.1004e+007","$8.59002e+006","$7.62414e+006","-","$2.36834e+007","$1.88202e+007","$2.98489e+007","$3.73479e+007","$2.29382e+007","$4.41074e+007","$1.32887e+008","$9.43646e+007","$2.17732e+008","$6.02015e+007","-","-","-","-","$2.64412e+008","$2.52382e+008","-","$8.19924e+008","$8.20071e+008","$5.09391e+008","$6.37129e+007","-","-","-","-","$4.97129e+008","$1.81208e+009","-","-"
"Falkland (Malvinas) Is.","-","-","-","-","-","-","-","-","-","-","-","-","$909091","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Faroe Islands","$5.00889e+006","$4.20575e+006","$4.14182e+006","$4.01111e+006","-","$5.35332e+006","$2.58679e+006","$7.72806e+006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Fiji","$1.08299e+007","$1.30526e+007","$1.15768e+007","$1.21287e+007","$7.03504e+006","$1.65683e+007","$2.42857e+007","$2.70833e+007","$1.08213e+007","$1.62437e+007","$1.53265e+007","$1.84211e+007","$3.78995e+007","-","-","$2.84127e+007","$2.02832e+007","-","-","-","-","-","-","-","-","-","-","-","$3.48719e+007","$8.21554e+007","$3.55809e+007","-","-","-","-","-"
"Finland","$7.75468e+008","$6.48863e+008","$5.23284e+008","$3.89142e+008","$5.54854e+008","$8.39307e+008","$8.4879e+008","$8.281e+008","$7.36139e+008","$8.76903e+008","$8.14679e+008","$8.11607e+008","$7.30189e+008","-","-","-","$5.57215e+008","$5.9699e+008","$6.39385e+008","$8.05556e+008","$8.34437e+008","$9.3185e+008","$7.35219e+008","$7.50332e+008","$6.96286e+008","$7.4862e+008","$5.15487e+008","$5.40908e+008","$6.17639e+008","$5.50781e+008","$6.92171e+008","$6.43411e+008","$5.32843e+008","$7.69863e+008","-","-"
"France","$4.80231e+009","$6.22242e+009","$5.78766e+009","$6.34394e+009","$5.45911e+009","$6.27066e+009","$5.41492e+009","$6.64759e+009","$6.94974e+009","$6.74668e+009","$7.19358e+009","$6.40536e+009","$5.4717e+009","$6.10899e+009","$6.78395e+009","$7.88806e+009","$8.80176e+009","$8.39945e+009","$9.5593e+009","$8.19306e+009","$8.62119e+009","$1.00139e+010","$9.38303e+009","$9.62948e+009","$9.33952e+009","$8.62743e+009","$9.83739e+009","$1.07686e+010","$1.15545e+010","$1.16772e+010","$1.53168e+010","$1.76193e+010","$1.53071e+010","$1.49074e+010","-","-"
"French Guiana","$1.19185e+007","$1.03153e+007","$7.06487e+006","$7.89306e+006","$7.31268e+006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"French Polynesia","$1.1165e+007","$1.49811e+007","$1.96626e+007","$1.72213e+007","$2.7123e+007","$2.77968e+007","$9.79636e+006","$1.05729e+007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$3.24663e+007","$3.15616e+007","$1.22496e+008","-","-","-","-","-","-","-"
"Gabon","$43608.4","$1.99039e+007","$2.35974e+007","-","-","$4.10137e+007","$2.86678e+007","$3.92105e+007","$8.15662e+006","$2.13367e+007","$4.51361e+007","$3.96159e+006","$1.13029e+007","$4.42085e+007","$5.30277e+007","$1.82229e+007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Gambia","$8.84181e+006","$7.29297e+006","$1.19959e+007","$1.4613e+007","$3.43059e+006","$9.47978e+006","$2.7999e+006","$4.18788e+006","$1.23979e+007","$1.48895e+007","$6.33503e+006","$6.61899e+006","$3.65964e+006","-","-","-","-","-","-","-","-","-","-","-","$6.24925e+006","$7.31334e+006","-","$4.38788e+006","$2.63561e+006","-","-","-","-","-","-","-"
"Georgia","$1.52542e+007","$9.95074e+006","$5.01121e+006","-","$896606","-","-","-","-","-","-","$8.48e+007","$6.863e+007","$6.6e+007","-","-","-","-","-","-","$6.6371e+007","$1.04186e+008","$8.45166e+007","$1.00134e+008","$1.07087e+008","$2.25672e+008","$1.4695e+008","$8.25969e+007","$2.33864e+008","$1.02489e+008","$7.15993e+007","$9.042e+007","$8.12698e+007","$9.43698e+007","$1.2501e+008","-"
"Germany","$1.1915e+010","$1.48925e+010","$1.82168e+010","$1.58798e+010","$1.26802e+010","$1.08248e+010","$1.17207e+010","$8.93856e+009","$8.81173e+009","$9.89785e+009","$8.85321e+009","$1.02679e+010","$6.69811e+009","$6.17978e+009","$7.03704e+009","$7.21393e+009","$8.15558e+009","$9.71272e+009","$1.05417e+010","$8.47222e+009","$7.81457e+009","$8.76217e+009","$8.22622e+009","$8.49934e+009","$9.81432e+009","$8.98344e+009","$9.18142e+009","$9.57857e+009","$1.07467e+010","$1.09709e+010","$1.23357e+010","$1.36015e+010","$1.41109e+010","$1.61109e+010","$1.65604e+010","-"
"Ghana","$6.18352e+006","$8.58818e+006","-","-","-","-","$7.3212e+006","$4.12882e+007","$2.39604e+007","$8.67756e+007","-","$3.75464e+007","$5.93979e+007","-","-","-","-","-","-","$6.40493e+008","$7.66389e+008","$9.06772e+008","$9.54234e+008","-","-","-","-","$3.35005e+008","$3.93822e+008","$1.3676e+008","-","$2.6963e+008","-","-","-","-"
"Gibraltar","$3.03036e+006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Greece","$3.77165e+008","$5.44802e+008","$7.1041e+008","$7.97795e+008","$6.34816e+008","$6.74207e+008","$7.39447e+008","$8.28034e+008","$7.01474e+008","$7.32802e+008","$1.93945e+009","$1.51429e+009","$1.29057e+009","$1.26629e+009","$1.34321e+009","$8.96766e+008","$1.01004e+009","$1.77018e+009","$2.00732e+009","$1.87083e+009","$1.41722e+009","$1.31015e+009","$9.37018e+008","$1.03984e+009","$1.21618e+009","$7.40857e+008","$1.25096e+009","$1.11942e+009","$9.07658e+008","$8.87342e+008","$1.24931e+009","$8.96823e+008","$9.73999e+008","$1.09293e+009","$5.76884e+008","-"
"Greenland","-","-","-","$1.60444e+007","$1.96522e+007","$2.21271e+007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Grenada","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$1.11111e+007","$1.48148e+007","$1.62963e+007","$1.37037e+007","$6.66667e+006","$7.40741e+006","$6.66667e+006","$6.2963e+006","-","$7.27645e+006","-","-","-","-","-","-","-","-","-","-","-"
"Guadeloupe","$2.13579e+007","$2.17295e+007","$2.13646e+007","$2.20723e+007","$2.40454e+007","$1.96334e+007","$2.42401e+007","$2.10736e+007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Guam","-","$2.84923e+007","$3.25e+007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Guatemala","$1.11463e+007","$3.2174e+007","$4.19487e+007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Guernsey","-","$5.61062e+006","$5.24364e+006","$4.12913e+006","$8.69299e+006","-","$4.68049e+006","$4.91803e+006","$6.62445e+006","$6.60715e+006","$7.37199e+006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Guinea","-","-","-","-","-","$3.45632e+007","$3.99665e+007","$3.79312e+007","$2.61378e+007","$8.80208e+006","$4.93328e+006","$821815","-","-","-","-","-","-","-","-","-","$173104","-","-","-","-","$6.29227e+007","$7.39848e+007","$5.37202e+007","-","-","-","-","-","-","-"
"Guinea-Bissau","-","-","-","-","-","-","-","$2.30781e+006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$39657","$46421.7","$16964.8","$30461.6","$17523.8","$32216.4","$18321.6","$29643.2","$30998.9","-"
"Guyana","$1.40642e+007","-","-","-","-","$5.45813e+006","$7.50419e+007","$5.36022e+007","$6.63969e+007","-","$1.43753e+007","-","-","-","-","-","-","$5.48564e+007","$4.04919e+007","$4.53322e+007","$3.31253e+007","$2.5881e+007","-","$1.47018e+007","-","-","$2.07511e+007","$1.45913e+007","-","-","-","-","-","-","-","-"
"Haiti","-","-","-","-","-","-","$4.11695e+006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Honduras","$7.04037e+007","$7.78679e+007","$4.15977e+007","$1.3859e+008","$8.36386e+007","$2.14993e+008","$1.15187e+008","$1.78875e+008","$6.44752e+007","$1.06193e+008","$4.96624e+007","$2.59284e+007","$5.29556e+007","$1.04092e+008","$1.31071e+008","$1.15705e+008","$1.89731e+008","$3.32587e+008","$6.75573e+008","$3.3497e+008","$9.92949e+007","$9.05029e+007","$9.02341e+007","$8.08772e+007","$1.15381e+008","$1.12509e+008","$1.55945e+008","$1.96746e+008","$1.68869e+008","$1.79223e+008","$1.35912e+008","$1.86576e+008","$2.21226e+008","$2.41469e+008","$2.19599e+008","-"
"Hong Kong, China","$3.8743e+008","$2.83611e+008","$4.67664e+008","$4.5659e+008","$6.74008e+008","$1.15704e+009","$1.96113e+009","$1.87331e+009","$1.80161e+009","$1.12255e+009","$8.99615e+008","$1.18667e+009","$1.065e+009","$1.03427e+009","$9.89602e+008","$1.2017e+009","$7.78467e+008","$9.09835e+008","$9.49937e+008","$8.09237e+008","$9.87622e+008","$1.14568e+009","$1.10154e+009","$1.11991e+009","$1.08254e+009","-","$9.47823e+008","$7.82985e+008","$1.1182e+009","$7.05469e+008","$8.79435e+008","$8.56656e+008","$8.35481e+008","-","-","-"
"Hungary","$2.10961e+008","$3.63616e+008","$4.62235e+008","$4.50911e+008","$8.2442e+008","$6.81495e+008","$5.73559e+008","$5.0745e+008","$5.4236e+008","$5.38385e+008","$5.41442e+008","$7.50462e+008","$6.8625e+008","$4.86024e+008","$4.50826e+008","$4.66509e+008","$4.12574e+008","$9.84366e+008","$1.14459e+009","$9.04411e+008","$8.5119e+008","$7.36117e+008","$5.37529e+008","-","$7.12654e+008","$5.19941e+008","-","-","$5.07373e+008","$5.06798e+008","$5.16131e+008","$5.82394e+008","$5.23062e+008","-","-","-"
"Iceland","$1.43707e+007","$2.02378e+007","$2.91072e+007","$2.51633e+007","$3.31123e+007","$3.02677e+007","$2.67218e+007","$2.89545e+007","$5.0875e+007","$5.57644e+007","$6.94353e+007","$3.72594e+007","$3.46934e+007","$4.38535e+007","$7.99544e+007","$9.03279e+007","$7.82856e+007","$1.32433e+008","$9.44081e+007","$3.47465e+007","$4.30622e+007","$3.38065e+007","$3.90861e+007","$4.21185e+007","$5.15214e+007","$4.80361e+007","$8.30997e+007","$9.97747e+007","$1.04055e+008","$8.68811e+007","$5.95974e+007","$6.63087e+007","$7.63053e+007","$8.96899e+007","$7.38111e+007","-"
"India","$1.58376e+009","$1.49515e+009","$1.77709e+009","$1.82964e+009","$2.17184e+009","$2.53346e+009","$2.37525e+009","$2.38097e+009","$2.29047e+009","$2.91058e+009","$3.51224e+009","$3.51155e+009","-","-","-","-","-","$1.11199e+010","$1.17469e+010","$1.14215e+010","$1.07525e+010","$1.34665e+010","$8.66175e+009","$5.27953e+009","$7.38442e+009","$1.26582e+010","$2.78911e+010","$1.99954e+010","$2.96587e+010","$4.23679e+009","$1.59789e+010","$3.89594e+009","$1.6112e+010","-","$1.68684e+011","-"
"Indonesia","$5.74557e+008","$5.17248e+008","$9.81391e+008","$1.01122e+009","$9.44117e+008","$1.65063e+009","$2.0958e+009","$1.50141e+009","$4.88566e+008","$2.63789e+008","$2.67557e+008","$1.70324e+009","$1.08403e+009","$1.51638e+009","$1.56666e+009","-","-","$3.65626e+009","$3.77565e+009","$3.53249e+009","$2.76752e+009","$3.06003e+009","$4.12582e+009","-","-","-","-","$1.53569e+009","$5.04322e+009","-","-","-","-","-","-","-"
"Iran (Islamic Republic of)","$3.22556e+008","$1.56204e+008","$1.86177e+008","$1.35268e+008","$5.61367e+007","$7.37375e+007","$5.99048e+007","$8.73013e+007","$6.59301e+007","$8.53147e+007","$2.25894e+008","-","$1.8251e+009","$1.26373e+009","$2.3795e+009","$2.0337e+009","-","-","-","-","$8.78065e+009","$1.01231e+010","-","-","-","-","$1.82812e+009","$2.17601e+009","$1.15145e+009","$1.98537e+009","$3.63326e+009","$4.91124e+009","$5.83722e+009","$9.15798e+009","-","-"
"Iraq","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$2.5641e+008","$2.99145e+008","-","-","-","-","-","-","$2.77732e+008","-","-","-","-","-","-","-","-"
"Ireland","$2.90909e+008","$2.51208e+008","$2.7381e+008","$2.40117e+008","$2.56716e+008","$3.10064e+008","$4.25138e+008","$4.50246e+008","$5.1362e+008","$6.24468e+008","$3.76262e+008","-","-","$2.88764e+008","-","-","-","$6.26461e+008","$7.55268e+008","$6.13961e+008","$5.86755e+008","$5.82754e+008","$1.03342e+009","$7.29084e+008","$7.50663e+008","$6.1775e+008","$6.25e+008","$7.42621e+008","$8.03049e+008","$6.35075e+008","$7.37875e+008","$7.79312e+008","$1.0035e+009","$1.08963e+009","-","-"
"Israel","$3.78631e+008","$4.19196e+008","$5.23647e+008","$4.82396e+008","$5.32576e+008","$5.50963e+008","$9.86935e+008","$8.64788e+008","$1.04605e+009","$6.9058e+008","$5.97549e+008","$4.42755e+008","$1.44114e+009","-","-","-","-","-","-","-","$9.6925e+008","-","-","$7.85101e+008","-","-","-","-","-","-","-","-","$1.10843e+009","-","-","-"
"Italy","$8.26392e+009","$1.02643e+010","$8.90045e+009","$6.71869e+009","$5.56668e+009","$4.71414e+009","$5.89066e+009","$6.69309e+009","$5.47169e+009","$7.18723e+009","$6.52569e+009","$7.20804e+009","$8.93585e+009","$8.8618e+009","$8.74568e+009","$9.95025e+009","$8.5787e+009","$9.79891e+009","$9.79356e+009","$8.64167e+009","$8.1457e+009","$8.35744e+009","$8.11825e+009","$7.93493e+009","$8.06369e+009","$8.1799e+009","$7.6488e+009","$8.06217e+009","$9.93036e+009","$8.80548e+009","$8.55103e+009","$8.93175e+009","$7.31684e+009","$7.0509e+009","-","-"
"Jamaica","$1.38048e+008","$1.15075e+008","$9.67116e+007","$1.14753e+008","$1.28224e+008","$1.48967e+008","$1.44115e+008","$1.33908e+008","$1.31135e+008","$1.37221e+008","$2.1206e+008","$1.59645e+008","$1.89581e+008","$2.46008e+008","$1.81727e+008","$1.67358e+008","$1.49323e+008","$1.93609e+008","$2.35449e+008","$1.94252e+008","$1.51682e+008","$1.49792e+008","$1.57859e+008","$1.17919e+008","-","-","-","-","-","-","-","-","-","-","-","-"
"Japan","$1.5653e+010","$1.7601e+010","$1.9658e+010","$2.37239e+010","$2.64431e+010","$3.51138e+010","$3.78921e+010","$3.27705e+010","$2.83424e+010","$2.98323e+010","$3.26807e+010","$2.4618e+010","$1.92575e+010","$2.0422e+010","$2.31986e+010","$1.89304e+010","$1.75424e+010","$2.06114e+010","$2.35491e+010","$2.53224e+010","$1.69359e+010","$1.79832e+010","$1.79821e+010","$1.82323e+010","$1.10435e+010","$1.13289e+010","$1.26552e+010","$1.14108e+010","$1.31141e+010","$1.34025e+010","$1.42637e+010","$3.17805e+010","$2.32963e+010","-","-","-"
"Jersey","$6.69125e+006","$8.74689e+006","$8.64144e+006","$4.62462e+006","$8.29507e+006","$1.50789e+007","$1.1807e+007","$1.64581e+007","$1.22319e+007","$1.82491e+007","$1.84548e+007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jordan","$2.11161e+006","$2.95588e+006","$1.98617e+006","$5.48499e+006","$1.42244e+007","$1.34e+007","$4.93653e+007","$9.61918e+007","$1.4662e+008","$1.23944e+008","$2.16901e+008","$2.64789e+008","$1.92958e+008","$1.49296e+008","$1.56901e+008","$2.19041e+008","$2.19182e+008","$1.64034e+008","$1.62048e+008","$2.47183e+008","$3.09577e+008","$2e+008","$2.02817e+008","$1.94366e+008","$2.25352e+008","$1.85247e+008","$-2.32291e+007","$1.56877e+008","$1.91371e+008","$1.77109e+008","$1.89453e+008","$2.74648e+008","$2.47887e+008","$4.30986e+008","$2.95775e+008","-"
"Kazakhstan","-","$7.86692e+007","$3.34681e+007","$3.59009e+006","$4.9758e+007","$1.65381e+008","$9.95186e+007","$2.08378e+007","$4.00332e+007","$5.95131e+007","$7.20997e+007","$9.32897e+007","$8.74544e+007","-","-","-","$1.21346e+008","$6.77604e+008","-","$4.94743e+008","-","$5.99946e+008","$7.25284e+008","$6.57217e+008","$6.48466e+008","$4.09455e+008","$1.23454e+008","$1.8554e+008","$2.31104e+008","$2.1277e+008","-","$3.20138e+008","$1.64737e+008","$9.60982e+008","$6.53377e+008","-"
"Kenya","$7.77335e+007","$1.40904e+008","$1.43252e+008","$1.88371e+008","$6.25899e+007","$5.50537e+007","$7.21528e+007","$7.08866e+007","$7.59359e+007","-","$2.71397e+008","$2.94769e+008","$3.46806e+008","$7.91309e+008","$4.43855e+008","$6.78149e+008","$7.92885e+008","$6.26903e+008","$7.44716e+008","$5.14531e+008","$7.12164e+008","$5.8217e+008","$8.00359e+008","$3.93902e+008","$4.38121e+008","$5.16332e+008","$3.81108e+008","$3.77252e+008","$5.67594e+008","$3.7187e+008","$4.30877e+008","$4.71197e+008","$5.54766e+008","$5.51184e+008","-","-"
"Kiribati","$225116","$86231.7","$88105.7","$81599.3","$95043.1","$74074.1","-","$91315.7","$1.50142e+006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$1.85874e+006","$1.97738e+006","$1.9426e+006","-","-","$465737","-","$1.21267e+006","$39594.6","-"
"Korea (Rep. of)","$2.96779e+009","$3.24935e+009","$3.06932e+009","$3.18368e+009","$3.63412e+009","$4.36942e+009","$5.84001e+009","$8.09648e+009","$4.47896e+009","$7.03824e+009","$7.76636e+009","$6.37193e+009","$9.22388e+009","$5.16931e+009","$5.39561e+009","$5.67494e+009","$6.65067e+009","$6.84062e+009","$6.25346e+009","$5.10138e+009","$5.53708e+009","$6.02594e+009","$7.07049e+009","$5.1954e+009","$5.26325e+009","$5.03758e+009","$4.95481e+009","$4.91364e+009","$5.12786e+009","$8.23481e+009","$7.01206e+009","$7.16988e+009","$6.32819e+009","$5.87319e+009","$4.85186e+009","-"
"Kuwait","-","-","-","-","$1.12698e+008","$4.65985e+007","$2.538e+008","$4.12067e+007","$1.90316e+008","$4.2e+007","$1.23581e+008","$1.61719e+008","$1.6299e+008","$3.83537e+008","$5.56607e+008","-","-","-","-","-","-","-","-","-","-","$2.19264e+009","-","$8.64184e+008","$3.00421e+008","$5.02698e+008","$8.53274e+007","$1.87709e+008","$1.06703e+008","$1.94827e+008","-","-"
"Kyrgyzstan","-","$8.96287e+006","$2.11926e+006","$296296","$239852","$1.58965e+006","$1.19204e+007","$1.79263e+007","$1.4685e+006","$2.66086e+006","$2.22432e+006","$1.70732e+006","$5.72859e+006","$3.47537e+006","$2.6143e+006","$3.53555e+006","-","$1.04844e+008","$1.17252e+008","$3.98564e+007","$6.80424e+007","-","-","$1.80334e+007","-","$2.04384e+006","$7.21605e+007","$6.38073e+007","$4.97394e+007","$5.91601e+007","-","$1.49339e+008","$1.84189e+008","$7.84193e+007","$1.88968e+008","-"
"Lao P.D.R.","$6.42882e+006","$5.5711e+006","$9.48078e+006","-","$1.04853e+007","$6.12906e+006","$1.95131e+007","$9.52396e+006","-","$5.92071e+006","$8.08087e+006","-","$1.09384e+007","$2.98041e+007","$2.26725e+007","$3.00324e+007","-","$4.46615e+007","$7.82497e+007","$1.20384e+008","$2.87876e+007","$4.50026e+008","$1.08645e+007","$2.24415e+008","$2.74555e+006","$5.19005e+007","$652747","$15652","-","-","-","-","-","-","-","-"
"Latvia","-","-","$923286","-","$1.05357e+008","$1.17917e+008","$5.79521e+007","$7.92563e+007","$1.22069e+008","$8.13559e+007","$7.21311e+007","$8.57143e+007","$9.19355e+007","$4.03509e+007","$2.77778e+007","$5.13532e+007","-","-","-","$2.48468e+008","-","$1.99342e+008","$1.51462e+008","$2.22456e+008","$1.51444e+008","-","-","$7.56514e+007","$9.17053e+007","$8.28434e+007","$8.05403e+007","$9.30477e+007","$9.57747e+007","$1.09418e+008","$1.13017e+008","-"
"Lebanon","-","$3.0165e+007","$2.91921e+007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$3.9e+008","-","-","-","-","-","-","-","-","-","-"
"Lesotho","$3.0668e+006","$4.73103e+006","-","$2.11009e+006","$1.57711e+006","$5.83742e+006","-","-","$813996","$1.35875e+006","$1.1271e+006","$2.16492e+007","$1.16045e+007","$1.01167e+007","$1.3046e+006","$1.74517e+006","-","-","-","-","$1.11701e+007","$1.31693e+007","$1.34851e+007","-","$2.91551e+007","$2.3074e+007","-","$1.43203e+007","$1.985e+007","$2.19939e+007","$1.50925e+007","$1.6616e+007","$1.67477e+007","$7.5915e+006","-","-"
"Liberia","-","-","-","-","-","$2e+006","$1.5e+006","$3.34e+006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$400573","$384211","-","-","-","-","-","-","-","-","-","-","-","-"
"Libya","$7.06964e+007","$2.84799e+008","$2.10748e+008","-","-","-","$1.10603e+008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Liechtenstein","$8.38688e+006","$1.33108e+007","$1.23293e+007","$9.23795e+006","$1.00753e+007","$1.3308e+007","-","$6.17931e+006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$1.20088e+007","$2.32511e+007","$2.34113e+007","$1.971e+007","$2.04262e+007","$2.47881e+007","$2.1848e+007","$2.49776e+007","$2.45947e+007","$2.04025e+007","$2.14209e+007","$1.92472e+007","-"
"Lithuania","-","$1.36508e+006","$5.78802e+006","$6.43401e+006","$1.23913e+007","$3.0035e+007","$3.151e+007","$9.025e+007","$9.825e+007","$1.3775e+008","$1.2925e+008","$9.2e+007","-","$1.01307e+008","$9.82014e+007","$1.41899e+008","$1.90998e+008","$2.1659e+008","$1.92727e+008","$1.32149e+008","$1.23048e+008","$1.4508e+008","$9.89468e+007","$1.18608e+008","$1.09275e+008","$8.74867e+007","$1.08227e+008","$8.6703e+007","$9.53703e+007","$8.27337e+007","$9.32799e+007","$1.31939e+008","$1.2285e+008","$1.21046e+008","$1.08652e+008","-"
"Luxembourg","$6.09851e+007","$6.36258e+007","$8.27614e+007","$7.03534e+007","$6.68106e+007","$7.85278e+007","$1.56901e+008","$7.90493e+007","$1.00719e+008","$8.87128e+007","$5.75158e+007","$6.33125e+007","$6.86226e+007","$1.44944e+008","$1.1358e+008","$1.0199e+008","$1.16939e+008","$1.30233e+008","$1.28624e+008","$1.35819e+008","$1.21526e+008","$1.59249e+008","$1.71414e+008","$2.20319e+008","$2.85146e+008","$1.89096e+008","$1.24226e+008","$1.17309e+008","$9.51849e+007","$8.9558e+007","$1.04745e+008","$1.29037e+008","$1.26471e+008","$1.12993e+008","$1.5175e+008","-"
"Macao, China","$2.09814e+007","$3.09689e+007","$4.50186e+007","$4.5528e+007","$3.62666e+007","$3.56646e+007","$3.68206e+007","$3.09912e+007","$3.63409e+007","$2.55319e+007","$2.73973e+007","$5.12852e+007","$4.93151e+007","$4.58853e+007","$4.85037e+007","$4.9182e+007","$7.09131e+007","$6.39111e+007","$4.85031e+007","$4.45876e+007","$5.12358e+007","$7.44555e+007","$8.33556e+007","$7.86081e+007","$8.78928e+007","$1.49531e+008","-","-","-","-","-","$3.07462e+007","$2.1589e+007","$3.97413e+007","$4.61998e+007","-"
"Madagascar","$5.35355e+006","$1.02596e+006","$7.10419e+006","-","-","$1.78012e+007","$3.89108e+007","$2.79176e+007","$6.00002e+007","$2.87822e+007","$1.11703e+007","$9.97011e+006","$1.09778e+007","$1.47605e+007","-","-","$5.08156e+007","-","-","-","$8.8571e+007","$8.2785e+007","$1.01296e+008","$6.9446e+007","$7.64326e+007","$8.74552e+007","$5.25014e+007","$8.49912e+007","-","-","-","$9.20997e+007","$1.86561e+008","$1.44717e+008","-","-"
"Malawi","$1.25489e+007","$1.95719e+007","$2.26681e+007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$1.45845e+008","$1.5157e+008","$3.94898e+007","$4.52961e+007","$7.14601e+007","$3.17301e+007","$2.46016e+007","$4.59236e+007","$3.38691e+007","$2.36951e+007","-","-"
